rank,mean_ms,std_ms,min_ms,max_ms,median_ms,p95_ms,tokens_per_second
0,355.9165310114622,8.389875398296175,345.4056344926357,366.8625093996525,,,
1,355.92604242265224,8.39901456484537,345.38938477635384,366.8852522969246,,,
global,355.94194047152996,8.395462957252938,345.4056344926357,366.8852522969246,355.91440461575985,366.5772709995508,11507.494718306789
